Gene_Public_Name,Gene_WB220ID,DE_Pval,DE_FDR,DE_logFC,TFhit_pval,TFHit_MinAbsDistance,TFHit_MinRelDistance,TotalHits_in_range
aat-3,WBGene00000004,1.00000000,1.00000000,0.00000000,0.00000073,478,-478,1
aco-2,WBGene00000041,1.00000000,1.00000000,0.00000000,0.00000000,289,-289,1
act-1,WBGene00000063,1.00000000,1.00000000,0.00000000,0.00000000,614,-614,1
act-2,WBGene00000064,1.00000000,1.00000000,0.00000000,0.00000000,1816,1816,1
act-3,WBGene00000065,1.00000000,1.00000000,0.00000000,0.00000051,2970,2970,1
act-4,WBGene00000066,1.00000000,1.00000000,0.00000000,0.00000000,60,60,1
act-5,WBGene00000067,1.00000000,1.00000000,0.00000000,0.00000000,1992,1992,1
acy-1,WBGene00000068,1.00000000,1.00000000,0.00000000,0.00000000,188,-188,1
acy-3,WBGene00000070,1.00000000,1.00000000,0.00000000,0.00000000,11764,11764,1
adm-4,WBGene00000075,1.00000000,1.00000000,0.00000000,0.00000011,3522,3522,1
aex-5,WBGene00000088,1.00000000,1.00000000,0.00000000,0.00000100,5681,5681,1
agt-2,WBGene00000094,1.00000000,1.00000000,0.00000000,0.00000000,1625,1625,1
aha-1,WBGene00000095,1.00000000,1.00000000,0.00000000,0.00000000,3393,3393,1
aip-1,WBGene00000097,1.00000000,1.00000000,0.00000000,0.00000000,76,-76,1
air-1,WBGene00000098,1.00000000,1.00000000,0.00000000,0.00000063,88,-88,1
air-2,WBGene00000099,1.00000000,1.00000000,0.00000000,0.00000000,350,-350,1
ajm-1,WBGene00000100,1.00000000,1.00000000,0.00000000,0.00000071,571,-571,1
aka-1,WBGene00000101,1.00000000,1.00000000,0.00000000,0.00000000,6246,6246,1
alg-2,WBGene00000106,1.00000000,1.00000000,0.00000000,0.00000099,2,2,1
alh-1,WBGene00000107,1.00000000,1.00000000,0.00000000,0.00000000,450,-450,1
alh-4,WBGene00000110,1.00000000,1.00000000,0.00000000,0.00000000,2936,2936,1
alh-5,WBGene00000111,1.00000000,1.00000000,0.00000000,0.00000000,3962,3962,1
alh-6,WBGene00000112,1.00000000,1.00000000,0.00000000,0.00000000,4178,4178,1
alh-8,WBGene00000114,1.00000000,1.00000000,0.00000000,0.00000000,20,-20,1
alh-9,WBGene00000115,1.00000000,1.00000000,0.00000000,0.00000000,27,-27,1
alh-12,WBGene00000118,0.00044166,0.01721108,2.56601368,0.00001200,115,-115,1
aly-2,WBGene00000121,1.00000000,1.00000000,0.00000000,0.00000000,277,-277,1
ama-1,WBGene00000123,1.00000000,1.00000000,0.00000000,0.00000005,537,-537,1
anc-1,WBGene00000140,1.00000000,1.00000000,0.00000000,0.00004700,206,-206,1
app-1,WBGene00000155,1.00000000,1.00000000,0.00000000,0.00000000,2991,2991,1
apg-1,WBGene00000158,1.00000000,1.00000000,0.00000000,0.00000000,155,-155,1
aps-1,WBGene00000159,1.00000000,1.00000000,0.00000000,0.00000000,97,-97,1
apb-1,WBGene00000160,1.00000000,1.00000000,0.00000000,0.00000000,13281,13281,1
aps-3,WBGene00000165,1.00000000,1.00000000,0.00000000,0.00000000,857,857,1
aqp-2,WBGene00000170,1.00000000,1.00000000,0.00000000,0.00000000,3415,3415,1
aqp-9,WBGene00000177,1.00000000,1.00000000,0.00000000,0.00000000,121,-121,1
aqp-10,WBGene00000178,1.00000000,1.00000000,0.00000000,0.00001030,1887,1887,1
arf-1.2,WBGene00000182,1.00000000,1.00000000,0.00000000,0.00000000,403,-403,1
arf-3,WBGene00000183,1.00000000,1.00000000,0.00000000,0.00000000,312,-312,1
arf-6,WBGene00000184,1.00000000,1.00000000,0.00000000,0.00000335,148,-148,1
arl-8,WBGene00000192,1.00000000,1.00000000,0.00000000,0.00000000,573,-573,1
aars-1,WBGene00000196,1.00000000,1.00000000,0.00000000,0.00000000,4516,4516,1
aars-2,WBGene00000197,1.00000000,1.00000000,0.00000000,0.00000024,229,-229,1
arx-2,WBGene00000200,1.00000000,1.00000000,0.00000000,0.00005560,3786,3786,1
arx-3,WBGene00000201,1.00000000,1.00000000,0.00000000,0.00000000,6294,6294,1
arx-6,WBGene00000204,1.00000000,1.00000000,0.00000000,0.00000000,116,-116,1
arx-7,WBGene00000205,1.00000000,1.00000000,0.00000000,0.00000000,964,964,1
asb-2,WBGene00000207,1.00000000,1.00000000,0.00000000,0.00000000,236,-236,1
asg-1,WBGene00000209,1.00000000,1.00000000,0.00000000,0.00000036,269,-269,1
asg-2,WBGene00000210,1.00000000,1.00000000,0.00000000,0.00000000,206,-206,1
atf-5,WBGene00000221,1.00000000,1.00000000,0.00000000,0.00000000,1700,1700,1
atf-6,WBGene00000222,1.00000000,1.00000000,0.00000000,0.00000000,290,-290,1
atgp-1,WBGene00000224,1.00000000,1.00000000,0.00000000,0.00000036,442,-442,1
atp-2,WBGene00000229,1.00000000,1.00000000,0.00000000,0.00000000,224,-224,1
atp-3,WBGene00000230,1.00000000,1.00000000,0.00000000,0.00000000,1410,1410,1
